"Model","Panel","Trait","CV","Repetition","Fold","PA"
"M2","genome-wide","PPP","CV00","1","4",0.13805
"M3","genome-wide","PPP","CV00","1","4",0.0939
"M2","haplotype-tagged","PPP","CV00","1","4",-0.0148
"M3","haplotype-tagged","PPP","CV00","1","4",0.12225
"M2","genome-wide","YPPlnt","CV00","1","4",0.33515
"M3","genome-wide","YPPlnt","CV00","1","4",0.3154
"M2","haplotype-tagged","YPPlnt","CV00","1","4",0.1468
"M3","haplotype-tagged","YPPlnt","CV00","1","4",0.17
"M2","genome-wide","DTF","CV1","1","4",0.310988888888889
"M3","genome-wide","DTF","CV1","1","4",0.352211111111111
"M2","haplotype-tagged","DTF","CV1","1","4",0.0999222222222222
"M3","haplotype-tagged","DTF","CV1","1","4",0.258566666666667
"M2","genome-wide","DTM","CV1","1","4",0.298544444444444
"M3","genome-wide","DTM","CV1","1","4",0.245855555555556
"M2","haplotype-tagged","DTM","CV1","1","4",0.167666666666667
"M3","haplotype-tagged","DTM","CV1","1","4",0.1069
"M2","genome-wide","HSW","CV1","1","4",0.332333333333333
"M3","genome-wide","HSW","CV1","1","4",0.325877777777778
"M2","haplotype-tagged","HSW","CV1","1","4",0.264444444444444
"M3","haplotype-tagged","HSW","CV1","1","4",0.290822222222222
"M2","genome-wide","PH","CV1","1","4",0.416388888888889
"M3","genome-wide","PH","CV1","1","4",0.401288888888889
"M2","haplotype-tagged","PH","CV1","1","4",0.392088888888889
"M3","haplotype-tagged","PH","CV1","1","4",0.313777777777778
"M2","genome-wide","PPP","CV1","1","4",0.159288888888889
"M3","genome-wide","PPP","CV1","1","4",0.130444444444444
"M2","haplotype-tagged","PPP","CV1","1","4",0.125411111111111
"M3","haplotype-tagged","PPP","CV1","1","4",0.121155555555556
"M2","genome-wide","YPPlnt","CV1","1","4",0.0722333333333333
"M3","genome-wide","YPPlnt","CV1","1","4",-0.0300222222222222
"M2","haplotype-tagged","YPPlnt","CV1","1","4",0.0586222222222222
"M3","haplotype-tagged","YPPlnt","CV1","1","4",0.0398444444444444
"M2","genome-wide","DTF","CV2","1","4",0.611122222222222
"M3","genome-wide","DTF","CV2","1","4",0.597966666666667
"M2","haplotype-tagged","DTF","CV2","1","4",0.613722222222222
"M3","haplotype-tagged","DTF","CV2","1","4",0.614911111111111
"M2","genome-wide","DTM","CV2","1","4",0.4916
"M3","genome-wide","DTM","CV2","1","4",0.459988888888889
"M2","haplotype-tagged","DTM","CV2","1","4",0.495477777777778
"M3","haplotype-tagged","DTM","CV2","1","4",0.493444444444444
"M2","genome-wide","HSW","CV2","1","4",0.778788888888889
"M3","genome-wide","HSW","CV2","1","4",0.774366666666667
"M2","haplotype-tagged","HSW","CV2","1","4",0.777033333333333
"M3","haplotype-tagged","HSW","CV2","1","4",0.775555555555556
"M2","genome-wide","PH","CV2","1","4",0.564355555555555
"M3","genome-wide","PH","CV2","1","4",0.5587
"M2","haplotype-tagged","PH","CV2","1","4",0.556144444444444
"M3","haplotype-tagged","PH","CV2","1","4",0.5462
"M2","genome-wide","PPP","CV2","1","4",0.2052
"M3","genome-wide","PPP","CV2","1","4",0.1546
"M2","haplotype-tagged","PPP","CV2","1","4",0.202588888888889
"M3","haplotype-tagged","PPP","CV2","1","4",0.155822222222222
"M2","genome-wide","YPPlnt","CV2","1","4",0.127466666666667
"M3","genome-wide","YPPlnt","CV2","1","4",0.0833222222222222
"M2","haplotype-tagged","YPPlnt","CV2","1","4",0.108133333333333
"M3","haplotype-tagged","YPPlnt","CV2","1","4",0.0973
"M2","genome-wide","DTF","CV0","2","4",0.5919
"M3","genome-wide","DTF","CV0","2","4",0.59255
"M2","haplotype-tagged","DTF","CV0","2","4",0.5959
"M3","haplotype-tagged","DTF","CV0","2","4",0.594
"M2","genome-wide","DTM","CV0","2","4",0.5598
"M3","genome-wide","DTM","CV0","2","4",0.5506
"M2","haplotype-tagged","DTM","CV0","2","4",0.5422
"M3","haplotype-tagged","DTM","CV0","2","4",0.53165
"M2","genome-wide","HSW","CV0","2","4",0.71505
"M3","genome-wide","HSW","CV0","2","4",0.7152
"M2","haplotype-tagged","HSW","CV0","2","4",0.7142
"M3","haplotype-tagged","HSW","CV0","2","4",0.7136
"M2","genome-wide","PH","CV0","2","4",0.66635
"M3","genome-wide","PH","CV0","2","4",0.6605
"M2","haplotype-tagged","PH","CV0","2","4",0.65665
"M3","haplotype-tagged","PH","CV0","2","4",0.64625
"M2","genome-wide","PPP","CV0","2","4",0.24505
"M3","genome-wide","PPP","CV0","2","4",0.2364
"M2","haplotype-tagged","PPP","CV0","2","4",0.2215
"M3","haplotype-tagged","PPP","CV0","2","4",0.20525
"M2","genome-wide","YPPlnt","CV0","2","4",0.0731
"M3","genome-wide","YPPlnt","CV0","2","4",0.0691
"M2","haplotype-tagged","YPPlnt","CV0","2","4",0.0649
"M3","haplotype-tagged","YPPlnt","CV0","2","4",0.06665
"M2","genome-wide","DTF","CV00","2","4",0.4052
"M3","genome-wide","DTF","CV00","2","4",0.39425
"M2","haplotype-tagged","DTF","CV00","2","4",0.22235
"M3","haplotype-tagged","DTF","CV00","2","4",0.2496
"M2","genome-wide","DTM","CV00","2","4",0.1559
"M3","genome-wide","DTM","CV00","2","4",0.1346
"M2","haplotype-tagged","DTM","CV00","2","4",0.0517
"M3","haplotype-tagged","DTM","CV00","2","4",0.1235
"M2","genome-wide","HSW","CV00","2","4",0.494
"M3","genome-wide","HSW","CV00","2","4",0.48445
"M2","haplotype-tagged","HSW","CV00","2","4",0.3405
"M3","haplotype-tagged","HSW","CV00","2","4",0.36955
"M2","genome-wide","PH","CV00","2","4",0.4237
"M3","genome-wide","PH","CV00","2","4",0.43685
"M2","haplotype-tagged","PH","CV00","2","4",0.4337
"M3","haplotype-tagged","PH","CV00","2","4",0.45975
"M2","genome-wide","PPP","CV00","2","4",0.2689
"M3","genome-wide","PPP","CV00","2","4",0.2638
"M2","haplotype-tagged","PPP","CV00","2","4",0.2293
"M3","haplotype-tagged","PPP","CV00","2","4",0.1267
"M2","genome-wide","YPPlnt","CV00","2","4",0.27455
"M3","genome-wide","YPPlnt","CV00","2","4",0.2597
"M2","haplotype-tagged","YPPlnt","CV00","2","4",0.21395
"M3","haplotype-tagged","YPPlnt","CV00","2","4",-0.00415
"M2","genome-wide","DTF","CV1","2","4",0.265211111111111
"M3","genome-wide","DTF","CV1","2","4",0.316166666666667
"M2","haplotype-tagged","DTF","CV1","2","4",0.126533333333333
"M3","haplotype-tagged","DTF","CV1","2","4",0.220588888888889
"M2","genome-wide","DTM","CV1","2","4",0.241288888888889
"M3","genome-wide","DTM","CV1","2","4",0.201011111111111
"M2","haplotype-tagged","DTM","CV1","2","4",0.278466666666667
"M3","haplotype-tagged","DTM","CV1","2","4",0.111677777777778
"M2","genome-wide","HSW","CV1","2","4",0.488122222222222
"M3","genome-wide","HSW","CV1","2","4",0.486544444444444
"M2","haplotype-tagged","HSW","CV1","2","4",0.522655555555556
"M3","haplotype-tagged","HSW","CV1","2","4",0.478944444444444
"M2","genome-wide","PH","CV1","2","4",0.258555555555556
"M3","genome-wide","PH","CV1","2","4",0.259555555555556
"M2","haplotype-tagged","PH","CV1","2","4",0.3348
"M3","haplotype-tagged","PH","CV1","2","4",0.343644444444444
"M2","genome-wide","PPP","CV1","2","4",0.179866666666667
"M3","genome-wide","PPP","CV1","2","4",0.107633333333333
"M2","haplotype-tagged","PPP","CV1","2","4",0.143933333333333
"M3","haplotype-tagged","PPP","CV1","2","4",0.113333333333333
"M2","genome-wide","YPPlnt","CV1","2","4",0.136911111111111
"M3","genome-wide","YPPlnt","CV1","2","4",0.0817777777777778
"M2","haplotype-tagged","YPPlnt","CV1","2","4",0.219244444444444
"M3","haplotype-tagged","YPPlnt","CV1","2","4",0.107477777777778
"M2","genome-wide","DTF","CV2","2","4",0.565022222222222
"M3","genome-wide","DTF","CV2","2","4",0.549844444444444
"M2","haplotype-tagged","DTF","CV2","2","4",0.564077777777778
"M3","haplotype-tagged","DTF","CV2","2","4",0.560011111111111
"M2","genome-wide","DTM","CV2","2","4",0.5082
"M3","genome-wide","DTM","CV2","2","4",0.492688888888889
"M2","haplotype-tagged","DTM","CV2","2","4",0.511388888888889
"M3","haplotype-tagged","DTM","CV2","2","4",0.500155555555556
"M2","genome-wide","HSW","CV2","2","4",0.725422222222222
"M3","genome-wide","HSW","CV2","2","4",0.716733333333333
"M2","haplotype-tagged","HSW","CV2","2","4",0.726666666666667
"M3","haplotype-tagged","HSW","CV2","2","4",0.725277777777778
"M2","genome-wide","PH","CV2","2","4",0.527066666666667
"M3","genome-wide","PH","CV2","2","4",0.526966666666667
"M2","haplotype-tagged","PH","CV2","2","4",0.522411111111111
"M3","haplotype-tagged","PH","CV2","2","4",0.524944444444444
"M2","genome-wide","PPP","CV2","2","4",0.0668888888888889
"M3","genome-wide","PPP","CV2","2","4",0.0922888888888889
"M2","haplotype-tagged","PPP","CV2","2","4",0.0411888888888889
"M3","haplotype-tagged","PPP","CV2","2","4",0.0623444444444444
"M2","genome-wide","YPPlnt","CV2","2","4",0.0722888888888889
"M3","genome-wide","YPPlnt","CV2","2","4",0.106966666666667
"M2","haplotype-tagged","YPPlnt","CV2","2","4",0.0492555555555556
"M3","haplotype-tagged","YPPlnt","CV2","2","4",0.0630888888888889
"M2","genome-wide","DTF","CV0","3","4",0.5119
"M3","genome-wide","DTF","CV0","3","4",0.51315
"M2","haplotype-tagged","DTF","CV0","3","4",0.5114
"M3","haplotype-tagged","DTF","CV0","3","4",0.51055
"M2","genome-wide","DTM","CV0","3","4",0.4706
"M3","genome-wide","DTM","CV0","3","4",0.46405
"M2","haplotype-tagged","DTM","CV0","3","4",0.4611
"M3","haplotype-tagged","DTM","CV0","3","4",0.45995
"M2","genome-wide","HSW","CV0","3","4",0.7422
"M3","genome-wide","HSW","CV0","3","4",0.7457
"M2","haplotype-tagged","HSW","CV0","3","4",0.74355
"M3","haplotype-tagged","HSW","CV0","3","4",0.74495
"M2","genome-wide","PH","CV0","3","4",0.3543
"M3","genome-wide","PH","CV0","3","4",0.35515
"M2","haplotype-tagged","PH","CV0","3","4",0.35745
"M3","haplotype-tagged","PH","CV0","3","4",0.35645
"M2","genome-wide","PPP","CV0","3","4",0.055
"M3","genome-wide","PPP","CV0","3","4",0.05805
"M2","haplotype-tagged","PPP","CV0","3","4",0.0557
"M3","haplotype-tagged","PPP","CV0","3","4",0.05915
"M2","genome-wide","YPPlnt","CV0","3","4",0.18685
"M3","genome-wide","YPPlnt","CV0","3","4",0.185
"M2","haplotype-tagged","YPPlnt","CV0","3","4",0.1755
"M3","haplotype-tagged","YPPlnt","CV0","3","4",0.1727
"M2","genome-wide","DTF","CV00","3","4",0.5791
"M3","genome-wide","DTF","CV00","3","4",0.5776
"M2","haplotype-tagged","DTF","CV00","3","4",0.4381
"M3","haplotype-tagged","DTF","CV00","3","4",0.43205
"M2","genome-wide","DTM","CV00","3","4",0.35655
"M3","genome-wide","DTM","CV00","3","4",0.36435
"M2","haplotype-tagged","DTM","CV00","3","4",0.2292
"M3","haplotype-tagged","DTM","CV00","3","4",0.3636
"M2","genome-wide","HSW","CV00","3","4",0.4445
"M3","genome-wide","HSW","CV00","3","4",0.4451
"M2","haplotype-tagged","HSW","CV00","3","4",0.3696
"M3","haplotype-tagged","HSW","CV00","3","4",0.2428
"M2","genome-wide","PH","CV00","3","4",0.19975
"M3","genome-wide","PH","CV00","3","4",0.17565
"M2","haplotype-tagged","PH","CV00","3","4",0.32035
"M3","haplotype-tagged","PH","CV00","3","4",0.28605
"M2","genome-wide","PPP","CV00","3","4",0.4175
"M3","genome-wide","PPP","CV00","3","4",0.4264
"M2","haplotype-tagged","PPP","CV00","3","4",0.3039
"M3","haplotype-tagged","PPP","CV00","3","4",0.21475
"M2","genome-wide","YPPlnt","CV00","3","4",0.25215
"M3","genome-wide","YPPlnt","CV00","3","4",0.19285
"M2","haplotype-tagged","YPPlnt","CV00","3","4",0.31345
"M3","haplotype-tagged","YPPlnt","CV00","3","4",0.2679
"M2","genome-wide","DTF","CV1","3","4",0.527788888888889
"M3","genome-wide","DTF","CV1","3","4",0.5549
"M2","haplotype-tagged","DTF","CV1","3","4",0.393922222222222
"M3","haplotype-tagged","DTF","CV1","3","4",0.442533333333333
"M2","genome-wide","DTM","CV1","3","4",0.493133333333333
"M3","genome-wide","DTM","CV1","3","4",0.432711111111111
"M2","haplotype-tagged","DTM","CV1","3","4",0.401055555555556
"M3","haplotype-tagged","DTM","CV1","3","4",0.289288888888889
"M2","genome-wide","HSW","CV1","3","4",0.6596
"M3","genome-wide","HSW","CV1","3","4",0.642366666666667
"M2","haplotype-tagged","HSW","CV1","3","4",0.660388888888889
"M3","haplotype-tagged","HSW","CV1","3","4",0.5928
"M2","genome-wide","PH","CV1","3","4",0.460155555555556
"M3","genome-wide","PH","CV1","3","4",0.507111111111111
"M2","haplotype-tagged","PH","CV1","3","4",0.411455555555556
"M3","haplotype-tagged","PH","CV1","3","4",0.4746
"M2","genome-wide","PPP","CV1","3","4",0.175311111111111
"M3","genome-wide","PPP","CV1","3","4",0.188177777777778
"M2","haplotype-tagged","PPP","CV1","3","4",0.131977777777778
"M3","haplotype-tagged","PPP","CV1","3","4",0.1744
"M2","genome-wide","YPPlnt","CV1","3","4",0.0795222222222222
"M3","genome-wide","YPPlnt","CV1","3","4",0.136922222222222
"M2","haplotype-tagged","YPPlnt","CV1","3","4",0.122944444444444
"M3","haplotype-tagged","YPPlnt","CV1","3","4",0.179777777777778
"M2","genome-wide","DTF","CV2","3","4",0.619844444444444
"M3","genome-wide","DTF","CV2","3","4",0.590122222222222
"M2","haplotype-tagged","DTF","CV2","3","4",0.616133333333333
"M3","haplotype-tagged","DTF","CV2","3","4",0.619677777777778
"M2","genome-wide","DTM","CV2","3","4",0.432444444444444
"M3","genome-wide","DTM","CV2","3","4",0.444766666666667
"M2","haplotype-tagged","DTM","CV2","3","4",0.436722222222222
"M3","haplotype-tagged","DTM","CV2","3","4",0.459544444444444
"M2","genome-wide","HSW","CV2","3","4",0.740988888888889
"M3","genome-wide","HSW","CV2","3","4",0.742222222222222
"M2","haplotype-tagged","HSW","CV2","3","4",0.740733333333333
"M3","haplotype-tagged","HSW","CV2","3","4",0.741166666666667
"M2","genome-wide","PH","CV2","3","4",0.542611111111111
"M3","genome-wide","PH","CV2","3","4",0.527
"M2","haplotype-tagged","PH","CV2","3","4",0.547388888888889
"M3","haplotype-tagged","PH","CV2","3","4",0.547644444444444
"M2","genome-wide","PPP","CV2","3","4",0.185166666666667
"M3","genome-wide","PPP","CV2","3","4",0.1805
"M2","haplotype-tagged","PPP","CV2","3","4",0.161077777777778
"M3","haplotype-tagged","PPP","CV2","3","4",0.131966666666667
"M2","genome-wide","YPPlnt","CV2","3","4",0.231877777777778
"M3","genome-wide","YPPlnt","CV2","3","4",0.233966666666667
"M2","haplotype-tagged","YPPlnt","CV2","3","4",0.211933333333333
"M3","haplotype-tagged","YPPlnt","CV2","3","4",0.215788888888889
"M2","genome-wide","DTF","CV0","4","4",0.63315
"M3","genome-wide","DTF","CV0","4","4",0.62645
"M2","haplotype-tagged","DTF","CV0","4","4",0.62555
"M3","haplotype-tagged","DTF","CV0","4","4",0.6225
"M2","genome-wide","DTM","CV0","4","4",0.4592
"M3","genome-wide","DTM","CV0","4","4",0.4613
"M2","haplotype-tagged","DTM","CV0","4","4",0.4588
"M3","haplotype-tagged","DTM","CV0","4","4",0.46175
"M2","genome-wide","HSW","CV0","4","4",0.7911
"M3","genome-wide","HSW","CV0","4","4",0.7909
"M2","haplotype-tagged","HSW","CV0","4","4",0.7888
"M3","haplotype-tagged","HSW","CV0","4","4",0.78865
"M2","genome-wide","PH","CV0","4","4",0.2803
"M3","genome-wide","PH","CV0","4","4",0.2831
"M2","haplotype-tagged","PH","CV0","4","4",0.2858
"M3","haplotype-tagged","PH","CV0","4","4",0.2867
"M2","genome-wide","PPP","CV0","4","4",0.1645
"M3","genome-wide","PPP","CV0","4","4",0.14155
"M2","haplotype-tagged","PPP","CV0","4","4",0.1444
"M3","haplotype-tagged","PPP","CV0","4","4",0.0987
"M2","genome-wide","YPPlnt","CV0","4","4",0.10255
"M3","genome-wide","YPPlnt","CV0","4","4",0.0764
"M2","haplotype-tagged","YPPlnt","CV0","4","4",0.0777
"M3","haplotype-tagged","YPPlnt","CV0","4","4",0.0766
"M2","genome-wide","DTF","CV00","4","4",0.4934
"M3","genome-wide","DTF","CV00","4","4",0.5151
"M2","haplotype-tagged","DTF","CV00","4","4",0.4408
"M3","haplotype-tagged","DTF","CV00","4","4",0.23475
"M2","genome-wide","DTM","CV00","4","4",0.34985
"M3","genome-wide","DTM","CV00","4","4",0.35215
"M2","haplotype-tagged","DTM","CV00","4","4",0.3897
"M3","haplotype-tagged","DTM","CV00","4","4",0.31655
"M2","genome-wide","HSW","CV00","4","4",0.72635
"M3","genome-wide","HSW","CV00","4","4",0.688
"M2","haplotype-tagged","HSW","CV00","4","4",0.7429
"M3","haplotype-tagged","HSW","CV00","4","4",0.73045
"M2","genome-wide","PH","CV00","4","4",0.566
"M3","genome-wide","PH","CV00","4","4",0.59595
"M2","haplotype-tagged","PH","CV00","4","4",0.533
"M3","haplotype-tagged","PH","CV00","4","4",0.49075
"M2","genome-wide","PPP","CV00","4","4",0.4266
"M3","genome-wide","PPP","CV00","4","4",0.38945
"M2","haplotype-tagged","PPP","CV00","4","4",0.3688
"M3","haplotype-tagged","PPP","CV00","4","4",0.3642
"M2","genome-wide","YPPlnt","CV00","4","4",0.25505
"M3","genome-wide","YPPlnt","CV00","4","4",0.24575
"M2","haplotype-tagged","YPPlnt","CV00","4","4",0.15005
"M3","haplotype-tagged","YPPlnt","CV00","4","4",0.22525
"M2","genome-wide","DTF","CV1","4","4",0.343377777777778
"M3","genome-wide","DTF","CV1","4","4",0.340477777777778
"M2","haplotype-tagged","DTF","CV1","4","4",0.261577777777778
"M3","haplotype-tagged","DTF","CV1","4","4",0.245933333333333
"M2","genome-wide","DTM","CV1","4","4",0.233211111111111
"M3","genome-wide","DTM","CV1","4","4",0.192266666666667
"M2","haplotype-tagged","DTM","CV1","4","4",0.162455555555556
"M3","haplotype-tagged","DTM","CV1","4","4",0.165511111111111
"M2","genome-wide","HSW","CV1","4","4",0.628866666666667
"M3","genome-wide","HSW","CV1","4","4",0.621655555555556
"M2","haplotype-tagged","HSW","CV1","4","4",0.463755555555556
"M3","haplotype-tagged","HSW","CV1","4","4",0.442088888888889
"M2","genome-wide","PH","CV1","4","4",0.245311111111111
"M3","genome-wide","PH","CV1","4","4",0.259277777777778
"M2","haplotype-tagged","PH","CV1","4","4",0.2429
"M3","haplotype-tagged","PH","CV1","4","4",0.218322222222222
"M2","genome-wide","PPP","CV1","4","4",0.0845555555555556
"M3","genome-wide","PPP","CV1","4","4",0.129488888888889
"M2","haplotype-tagged","PPP","CV1","4","4",0.0756888888888889
"M3","haplotype-tagged","PPP","CV1","4","4",0.0364444444444444
"M2","genome-wide","YPPlnt","CV1","4","4",0.0715111111111111
"M3","genome-wide","YPPlnt","CV1","4","4",0.104344444444444
"M2","haplotype-tagged","YPPlnt","CV1","4","4",0.111922222222222
"M3","haplotype-tagged","YPPlnt","CV1","4","4",0.0716
"M2","genome-wide","DTF","CV2","4","4",0.627822222222222
"M3","genome-wide","DTF","CV2","4","4",0.601344444444444
"M2","haplotype-tagged","DTF","CV2","4","4",0.624244444444444
"M3","haplotype-tagged","DTF","CV2","4","4",0.621788888888889
"M2","genome-wide","DTM","CV2","4","4",0.471733333333333
"M3","genome-wide","DTM","CV2","4","4",0.468366666666667
"M2","haplotype-tagged","DTM","CV2","4","4",0.4569
"M3","haplotype-tagged","DTM","CV2","4","4",0.475588888888889
"M2","genome-wide","HSW","CV2","4","4",0.762777777777778
"M3","genome-wide","HSW","CV2","4","4",0.759733333333333
"M2","haplotype-tagged","HSW","CV2","4","4",0.7544
"M3","haplotype-tagged","HSW","CV2","4","4",0.757333333333333
"M2","genome-wide","PH","CV2","4","4",0.465511111111111
"M3","genome-wide","PH","CV2","4","4",0.457966666666667
"M2","haplotype-tagged","PH","CV2","4","4",0.460477777777778
"M3","haplotype-tagged","PH","CV2","4","4",0.464333333333333
"M2","genome-wide","PPP","CV2","4","4",0.173866666666667
"M3","genome-wide","PPP","CV2","4","4",0.136044444444444
"M2","haplotype-tagged","PPP","CV2","4","4",0.146877777777778
"M3","haplotype-tagged","PPP","CV2","4","4",0.155422222222222
"M2","genome-wide","YPPlnt","CV2","4","4",0.0807333333333333
"M3","genome-wide","YPPlnt","CV2","4","4",0.0315333333333333
"M2","haplotype-tagged","YPPlnt","CV2","4","4",0.0736555555555556
"M3","haplotype-tagged","YPPlnt","CV2","4","4",0.0606666666666667
"M2","genome-wide","DTF","CV0","5","4",0.6097
"M3","genome-wide","DTF","CV0","5","4",0.60925
"M2","haplotype-tagged","DTF","CV0","5","4",0.60975
"M3","haplotype-tagged","DTF","CV0","5","4",0.60615
"M2","genome-wide","DTM","CV0","5","4",0.5742
"M3","genome-wide","DTM","CV0","5","4",0.5686
"M2","haplotype-tagged","DTM","CV0","5","4",0.5574
"M3","haplotype-tagged","DTM","CV0","5","4",0.5479
"M2","genome-wide","HSW","CV0","5","4",0.75185
"M3","genome-wide","HSW","CV0","5","4",0.7545
"M2","haplotype-tagged","HSW","CV0","5","4",0.75045
"M3","haplotype-tagged","HSW","CV0","5","4",0.7501
"M2","genome-wide","PH","CV0","5","4",0.6934
"M3","genome-wide","PH","CV0","5","4",0.6946
"M2","haplotype-tagged","PH","CV0","5","4",0.68505
"M3","haplotype-tagged","PH","CV0","5","4",0.67495
"M2","genome-wide","PPP","CV0","5","4",0.24425
"M3","genome-wide","PPP","CV0","5","4",0.2396
"M2","haplotype-tagged","PPP","CV0","5","4",0.2244
"M3","haplotype-tagged","PPP","CV0","5","4",0.2086
"M2","genome-wide","YPPlnt","CV0","5","4",0.1325
"M3","genome-wide","YPPlnt","CV0","5","4",0.12605
"M2","haplotype-tagged","YPPlnt","CV0","5","4",0.1362
"M3","haplotype-tagged","YPPlnt","CV0","5","4",0.1395
"M2","genome-wide","DTF","CV00","5","4",0.34875
"M3","genome-wide","DTF","CV00","5","4",0.3644
"M2","haplotype-tagged","DTF","CV00","5","4",0.1901
"M3","haplotype-tagged","DTF","CV00","5","4",0.16085
"M2","genome-wide","DTM","CV00","5","4",0.23055
"M3","genome-wide","DTM","CV00","5","4",0.26545
"M2","haplotype-tagged","DTM","CV00","5","4",0.10375
"M3","haplotype-tagged","DTM","CV00","5","4",0.2389
"M2","genome-wide","HSW","CV00","5","4",0.5985
"M3","genome-wide","HSW","CV00","5","4",0.61505
"M2","haplotype-tagged","HSW","CV00","5","4",0.55575
"M3","haplotype-tagged","HSW","CV00","5","4",0.61685
"M2","genome-wide","PH","CV00","5","4",0.11355
"M3","genome-wide","PH","CV00","5","4",0.1114
"M2","haplotype-tagged","PH","CV00","5","4",0.1361
"M3","haplotype-tagged","PH","CV00","5","4",0.1439
"M2","genome-wide","PPP","CV00","5","4",0.13195
"M3","genome-wide","PPP","CV00","5","4",0.08875
"M2","haplotype-tagged","PPP","CV00","5","4",0.12745
"M3","haplotype-tagged","PPP","CV00","5","4",-0.00455
"M2","genome-wide","YPPlnt","CV00","5","4",0.00265
"M3","genome-wide","YPPlnt","CV00","5","4",-0.03625
"M2","haplotype-tagged","YPPlnt","CV00","5","4",0.2057
"M3","haplotype-tagged","YPPlnt","CV00","5","4",-0.13285
"M2","genome-wide","DTF","CV1","5","4",0.491811111111111
"M3","genome-wide","DTF","CV1","5","4",0.514111111111111
"M2","haplotype-tagged","DTF","CV1","5","4",0.301744444444444
"M3","haplotype-tagged","DTF","CV1","5","4",0.190522222222222
"M2","genome-wide","DTM","CV1","5","4",0.465311111111111
"M3","genome-wide","DTM","CV1","5","4",0.420922222222222
"M2","haplotype-tagged","DTM","CV1","5","4",0.288666666666667
"M3","haplotype-tagged","DTM","CV1","5","4",0.245366666666667
"M2","genome-wide","HSW","CV1","5","4",0.551911111111111
"M3","genome-wide","HSW","CV1","5","4",0.555333333333333
"M2","haplotype-tagged","HSW","CV1","5","4",0.370011111111111
"M3","haplotype-tagged","HSW","CV1","5","4",0.330844444444444
"M2","genome-wide","PH","CV1","5","4",0.481122222222222
"M3","genome-wide","PH","CV1","5","4",0.479177777777778
"M2","haplotype-tagged","PH","CV1","5","4",0.483533333333333
"M3","haplotype-tagged","PH","CV1","5","4",0.492088888888889
"M2","genome-wide","PPP","CV1","5","4",0.139211111111111
"M3","genome-wide","PPP","CV1","5","4",0.131666666666667
"M2","haplotype-tagged","PPP","CV1","5","4",0.109366666666667
"M3","haplotype-tagged","PPP","CV1","5","4",0.0682666666666667
"M2","genome-wide","YPPlnt","CV1","5","4",0.175711111111111
"M3","genome-wide","YPPlnt","CV1","5","4",0.1555
"M2","haplotype-tagged","YPPlnt","CV1","5","4",0.0698444444444444
"M3","haplotype-tagged","YPPlnt","CV1","5","4",0.0813
"M2","genome-wide","DTF","CV2","5","4",0.482511111111111
"M3","genome-wide","DTF","CV2","5","4",0.491577777777778
"M2","haplotype-tagged","DTF","CV2","5","4",0.476055555555556
"M3","haplotype-tagged","DTF","CV2","5","4",0.464022222222222
"M2","genome-wide","DTM","CV2","5","4",0.454844444444444
"M3","genome-wide","DTM","CV2","5","4",0.459188888888889
"M2","haplotype-tagged","DTM","CV2","5","4",0.446344444444444
"M3","haplotype-tagged","DTM","CV2","5","4",0.456722222222222
"M2","genome-wide","HSW","CV2","5","4",0.791811111111111
"M3","genome-wide","HSW","CV2","5","4",0.780411111111111
"M2","haplotype-tagged","HSW","CV2","5","4",0.792255555555556
"M3","haplotype-tagged","HSW","CV2","5","4",0.784288888888889
"M2","genome-wide","PH","CV2","5","4",0.538933333333333
"M3","genome-wide","PH","CV2","5","4",0.560922222222222
"M2","haplotype-tagged","PH","CV2","5","4",0.532422222222222
"M3","haplotype-tagged","PH","CV2","5","4",0.538277777777778
"M2","genome-wide","PPP","CV2","5","4",0.227188888888889
"M3","genome-wide","PPP","CV2","5","4",0.2584
"M2","haplotype-tagged","PPP","CV2","5","4",0.216366666666667
"M3","haplotype-tagged","PPP","CV2","5","4",0.260166666666667
"M2","genome-wide","YPPlnt","CV2","5","4",0.1218
"M3","genome-wide","YPPlnt","CV2","5","4",0.116011111111111
"M2","haplotype-tagged","YPPlnt","CV2","5","4",0.105233333333333
"M3","haplotype-tagged","YPPlnt","CV2","5","4",0.0881777777777778
"M2","genome-wide","DTF","CV0","6","4",0.73845
"M3","genome-wide","DTF","CV0","6","4",0.73515
"M2","haplotype-tagged","DTF","CV0","6","4",0.73385
"M3","haplotype-tagged","DTF","CV0","6","4",0.7365
"M2","genome-wide","DTM","CV0","6","4",0.57345
"M3","genome-wide","DTM","CV0","6","4",0.56495
"M2","haplotype-tagged","DTM","CV0","6","4",0.5651
"M3","haplotype-tagged","DTM","CV0","6","4",0.56465
"M2","genome-wide","HSW","CV0","6","4",0.8403
"M3","genome-wide","HSW","CV0","6","4",0.8398
"M2","haplotype-tagged","HSW","CV0","6","4",0.8359
"M3","haplotype-tagged","HSW","CV0","6","4",0.83495
"M2","genome-wide","PH","CV0","6","4",0.74785
"M3","genome-wide","PH","CV0","6","4",0.74295
"M2","haplotype-tagged","PH","CV0","6","4",0.7378
"M3","haplotype-tagged","PH","CV0","6","4",0.73375
"M2","genome-wide","PPP","CV0","6","4",0.32585
"M3","genome-wide","PPP","CV0","6","4",0.28905
"M2","haplotype-tagged","PPP","CV0","6","4",0.2853
"M3","haplotype-tagged","PPP","CV0","6","4",0.256
"M2","genome-wide","YPPlnt","CV0","6","4",0.14145
